SchoolID,Public_Elem,Public_Midl,Public_High,PriCha_Elem,PriCha_Midl,PriCha_High
489,467,0,0,0,0,0
490,541,0,0,0,0,0
491,574,0,0,0,0,0
493,255,0,0,0,0,0
494,492,0,0,0,0,0
495,512,0,0,0,0,0
496,650,0,0,0,0,0
497,637,0,0,0,0,0
499,295,0,0,0,0,0
500,378,0,0,0,0,0
501,698,0,0,0,0,0
502,840,0,0,0,0,0
503,590,0,0,0,0,0
505,701,0,0,0,0,0
506,501,0,0,0,0,0
508,587,0,0,0,0,0
509,430,0,0,0,0,0
510,567,0,0,0,0,0
511,478,0,0,0,0,0
512,350,0,0,0,0,0
514,604,0,0,0,0,0
516,608,0,0,0,0,0
518,398,0,0,0,0,0
519,608,0,0,0,0,0
520,563,0,0,0,0,0
521,397,0,0,0,0,0
522,447,0,0,0,0,0
524,536,0,0,0,0,0
525,555,0,0,0,0,0
526,550,0,0,0,0,0
527,697,0,0,0,0,0
528,448,0,0,0,0,0
529,569,0,0,0,0,0
530,571,0,0,0,0,0
531,324,0,0,0,0,0
533,406,0,0,0,0,0
534,369,0,0,0,0,0
535,748,0,0,0,0,0
536,470,0,0,0,0,0
537,346,0,0,0,0,0
538,848,0,0,0,0,0
539,447,0,0,0,0,0
540,329,0,0,0,0,0
542,606,0,0,0,0,0
543,342,0,0,0,0,0
544,570,0,0,0,0,0
545,724,0,0,0,0,0
546,483,0,0,0,0,0
547,495,0,0,0,0,0
548,654,0,0,0,0,0
549,510,0,0,0,0,0
550,496,0,0,0,0,0
552,0,1129,0,0,0,0
553,0,620,0,0,0,0
556,0,603,0,0,0,0
557,0,1218,0,0,0,0
558,0,726,0,0,0,0
559,0,589,0,0,0,0
560,0,816,0,0,0,0
561,0,710,0,0,0,0
562,0,565,0,0,0,0
563,0,693,0,0,0,0
564,0,895,0,0,0,0
565,0,720,0,0,0,0
566,0,840,0,0,0,0
567,0,918,0,0,0,0
598,0,0,1711,0,0,0
599,0,0,2581,0,0,0
600,0,0,3170,0,0,0
601,0,0,2559,0,0,0
603,0,0,2265,0,0,0
604,0,0,1574,0,0,0
605,0,0,2138,0,0,0
606,0,0,1876,0,0,0
608,27,48,504,0,0,0
616,54,21,0,0,0,0
637,528,0,0,0,0,0
638,532,0,0,0,0,0
639,460,0,0,0,0,0
640,119,0,0,0,0,0
641,551,0,0,0,0,0
642,540,0,0,0,0,0
643,406,0,0,0,0,0
645,0,1135,0,0,0,0
649,0,0,1303,0,0,0
650,0,198,181,0,0,0
651,0,0,1192,0,0,0
652,0,0,107,0,0,0
660,483,0,0,0,0,0
661,644,0,0,0,0,0
662,310,0,0,0,0,0
663,254,0,0,0,0,0
664,441,0,0,0,0,0
665,641,0,0,0,0,0
666,796,0,0,0,0,0
667,462,0,0,0,0,0
668,649,0,0,0,0,0
669,409,0,0,0,0,0
671,459,0,0,0,0,0
672,705,0,0,0,0,0
673,552,0,0,0,0,0
674,447,0,0,0,0,0
675,369,0,0,0,0,0
676,777,0,0,0,0,0
677,379,0,0,0,0,0
678,515,0,0,0,0,0
679,806,0,0,0,0,0
680,565,0,0,0,0,0
681,688,0,0,0,0,0
682,246,0,0,0,0,0
683,709,0,0,0,0,0
684,662,0,0,0,0,0
685,419,0,0,0,0,0
686,666,0,0,0,0,0
687,900,0,0,0,0,0
688,616,0,0,0,0,0
690,389,0,0,0,0,0
691,572,0,0,0,0,0
692,528,0,0,0,0,0
693,658,0,0,0,0,0
694,719,0,0,0,0,0
695,484,0,0,0,0,0
696,394,0,0,0,0,0
697,577,0,0,0,0,0
698,641,0,0,0,0,0
699,635,0,0,0,0,0
700,692,0,0,0,0,0
701,1045,0,0,0,0,0
702,802,0,0,0,0,0
703,558,0,0,0,0,0
704,859,0,0,0,0,0
705,387,0,0,0,0,0
706,859,0,0,0,0,0
707,494,0,0,0,0,0
708,573,0,0,0,0,0
709,560,0,0,0,0,0
710,420,0,0,0,0,0
712,0,936,0,0,0,0
713,0,950,0,0,0,0
714,0,722,0,0,0,0
715,0,945,0,0,0,0
716,0,1202,0,0,0,0
717,0,896,0,0,0,0
718,0,1609,0,0,0,0
720,0,1304,0,0,0,0
721,0,822,0,0,0,0
722,0,1348,0,0,0,0
723,0,1094,0,0,0,0
724,0,1160,0,0,0,0
725,0,1361,0,0,0,0
726,0,1341,0,0,0,0
733,0,0,2290,0,0,0
734,0,0,2749,0,0,0
735,0,0,2477,0,0,0
736,0,0,2126,0,0,0
737,0,0,2194,0,0,0
738,0,0,1996,0,0,0
739,0,0,2230,0,0,0
740,0,0,1,0,0,0
741,0,0,518,0,0,0
742,0,0,1795,0,0,0
745,0,0,163,0,0,0
746,48,15,40,0,0,0
747,6,3,0,0,0,0
767,323,0,0,0,0,0
768,538,0,0,0,0,0
769,0,671,0,0,0,0
770,0,0,804,0,0,0
774,39,0,0,0,0,0
775,457,0,0,0,0,0
776,165,0,0,0,0,0
777,0,7,0,0,0,0
778,0,152,0,0,0,0
779,0,0,270,0,0,0
780,0,69,73,0,0,0
786,389,0,0,0,0,0
787,17,0,0,0,0,0
789,0,379,0,0,0,0
790,0,0,516,0,0,0
791,0,0,377,0,0,0
797,593,0,0,0,0,0
798,0,560,0,0,0,0
799,0,0,994,0,0,0
802,489,0,0,0,0,0
803,454,0,0,0,0,0
804,619,0,0,0,0,0
805,481,0,0,0,0,0
806,543,0,0,0,0,0
807,318,0,0,0,0,0
809,425,0,0,0,0,0
810,676,0,0,0,0,0
811,761,0,0,0,0,0
812,412,0,0,0,0,0
813,447,0,0,0,0,0
814,667,0,0,0,0,0
815,676,0,0,0,0,0
816,528,0,0,0,0,0
817,512,0,0,0,0,0
818,470,0,0,0,0,0
819,696,0,0,0,0,0
820,408,0,0,0,0,0
824,0,1224,0,0,0,0
825,0,1255,0,0,0,0
826,0,1225,0,0,0,0
827,0,0,1459,0,0,0
828,0,0,1442,0,0,0
829,0,0,1504,0,0,0
832,0,7,265,0,0,0
840,265,0,0,0,0,0
841,147,0,0,0,0,0
842,451,0,0,0,0,0
843,319,0,0,0,0,0
844,157,0,0,0,0,0
845,0,408,0,0,0,0
846,0,0,725,0,0,0
852,361,0,0,0,0,0
853,0,329,0,0,0,0
854,0,0,324,0,0,0
858,546,0,0,0,0,0
859,388,0,0,0,0,0
860,555,0,0,0,0,0
861,0,784,0,0,0,0
862,0,773,0,0,0,0
863,0,0,1287,0,0,0
867,90,0,0,0,0,0
868,30,0,0,0,0,0
869,0,80,79,0,0,0
873,117,0,0,0,0,0
874,120,0,0,0,0,0
875,0,122,0,0,0,0
878,0,0,139,0,0,0
882,533,0,0,0,0,0
883,70,0,0,0,0,0
885,9,0,0,0,0,0
886,248,0,0,0,0,0
887,243,0,0,0,0,0
888,282,0,0,0,0,0
889,0,329,0,0,0,0
892,0,121,142,0,0,0
893,0,110,112,0,0,0
894,0,0,420,0,0,0
895,0,129,119,0,0,0
896,0,0,24,0,0,0
902,475,0,0,0,0,0
903,41,0,0,0,0,0
904,572,0,0,0,0,0
905,537,0,0,0,0,0
907,422,0,0,0,0,0
908,0,232,0,0,0,0
909,0,306,0,0,0,0
910,0,563,0,0,0,0
912,0,0,281,0,0,0
913,0,0,680,0,0,0
914,0,0,398,0,0,0
915,0,0,41,0,0,0
924,525,0,0,0,0,0
925,506,0,0,0,0,0
926,386,0,0,0,0,0
927,0,510,0,0,0,0
928,0,0,322,0,0,0
929,0,0,690,0,0,0
933,560,0,0,0,0,0
935,0,506,0,0,0,0
937,0,0,466,0,0,0
942,87,0,0,0,0,0
943,0,9,0,0,0,0
945,0,55,52,0,0,0
951,804,0,0,0,0,0
953,34,0,0,0,0,0
954,511,0,0,0,0,0
956,609,0,0,0,0,0
957,27,0,0,0,0,0
958,201,0,0,0,0,0
959,318,0,0,0,0,0
960,0,464,0,0,0,0
962,0,777,0,0,0,0
964,0,0,962,0,0,0
965,0,0,1750,0,0,0
966,0,108,90,0,0,0
967,1994,677,761,0,0,0
974,589,0,0,0,0,0
976,495,0,0,0,0,0
977,734,0,0,0,0,0
978,194,0,0,0,0,0
979,542,0,0,0,0,0
980,528,0,0,0,0,0
983,0,900,0,0,0,0
985,0,750,0,0,0,0
988,0,0,1750,0,0,0
995,530,0,0,0,0,0
996,606,0,0,0,0,0
997,586,0,0,0,0,0
1000,0,0,2335,0,0,0
1004,646,0,0,0,0,0
1005,541,0,0,0,0,0
1006,434,0,0,0,0,0
1007,550,0,0,0,0,0
1008,331,0,0,0,0,0
1009,125,0,0,0,0,0
1010,643,0,0,0,0,0
1011,400,0,0,0,0,0
1012,542,0,0,0,0,0
1014,546,0,0,0,0,0
1015,501,0,0,0,0,0
1016,440,0,0,0,0,0
1017,507,0,0,0,0,0
1018,46,0,0,0,0,0
1019,524,0,0,0,0,0
1020,588,0,0,0,0,0
1021,418,0,0,0,0,0
1023,0,880,0,0,0,0
1024,0,761,0,0,0,0
1025,0,0,1062,0,0,0
1027,0,786,0,0,0,0
1028,0,834,0,0,0,0
1032,0,0,1215,0,0,0
1033,0,261,220,0,0,0
1035,0,0,123,0,0,0
1036,0,0,1206,0,0,0
1037,0,0,1247,0,0,0
1044,8,0,0,0,0,0
1045,181,0,0,0,0,0
1046,0,108,0,0,0,0
1047,0,0,139,0,0,0
1054,789,0,0,0,0,0
1057,691,0,0,0,0,0
1058,469,0,0,0,0,0
1059,515,0,0,0,0,0
1060,668,0,0,0,0,0
1061,767,0,0,0,0,0
1062,865,0,0,0,0,0
1063,448,0,0,0,0,0
1064,473,0,0,0,0,0
1065,860,0,0,0,0,0
1067,550,0,0,0,0,0
1068,357,0,0,0,0,0
1069,554,0,0,0,0,0
1070,0,0,173,0,0,0
1071,507,0,0,0,0,0
1073,439,0,0,0,0,0
1074,696,0,0,0,0,0
1075,456,0,0,0,0,0
1076,486,0,0,0,0,0
1077,533,0,0,0,0,0
1078,727,0,0,0,0,0
1079,571,0,0,0,0,0
1080,441,0,0,0,0,0
1081,534,0,0,0,0,0
1082,538,0,0,0,0,0
1083,0,913,0,0,0,0
1084,0,1078,0,0,0,0
1085,0,946,0,0,0,0
1086,0,846,0,0,0,0
1087,0,856,0,0,0,0
1088,0,651,0,0,0,0
1089,0,309,0,0,0,0
1090,0,1165,0,0,0,0
1093,0,0,1381,0,0,0
1094,0,0,2077,0,0,0
1095,0,0,2020,0,0,0
1096,0,0,1835,0,0,0
1111,452,0,0,0,0,0
1112,477,0,0,0,0,0
1113,485,0,0,0,0,0
1114,556,0,0,0,0,0
1115,408,0,0,0,0,0
1116,596,0,0,0,0,0
1118,349,0,0,0,0,0
1119,394,0,0,0,0,0
1121,570,0,0,0,0,0
1123,413,0,0,0,0,0
1124,628,0,0,0,0,0
1125,418,0,0,0,0,0
1126,434,0,0,0,0,0
1127,404,0,0,0,0,0
1128,188,0,0,0,0,0
1130,410,0,0,0,0,0
1131,337,0,0,0,0,0
1132,361,67,0,0,0,0
1133,284,0,0,0,0,0
1134,279,0,0,0,0,0
1135,326,0,0,0,0,0
1138,470,0,0,0,0,0
1139,444,0,0,0,0,0
1140,262,0,0,0,0,0
1141,560,0,0,0,0,0
1143,0,426,0,0,0,0
1144,0,755,0,0,0,0
1145,0,820,0,0,0,0
1146,0,591,0,0,0,0
1147,0,723,0,0,0,0
1154,0,0,1956,0,0,0
1155,0,0,1832,0,0,0
1157,0,948,1903,0,0,0
1161,0,0,258,0,0,0
1168,24,0,0,0,0,0
1186,462,0,0,0,0,0
1192,376,0,0,0,0,0
1193,435,0,0,0,0,0
1195,548,0,0,0,0,0
1198,666,0,0,0,0,0
1200,494,0,0,0,0,0
1204,0,839,0,0,0,0
1205,0,716,0,0,0,0
1206,0,871,0,0,0,0
1208,0,0,1223,0,0,0
1209,0,0,1205,0,0,0
1210,0,0,251,0,0,0
1224,485,0,0,0,0,0
1225,631,0,0,0,0,0
1226,349,0,0,0,0,0
1231,464,0,0,0,0,0
1232,589,0,0,0,0,0
1233,583,0,0,0,0,0
1234,629,0,0,0,0,0
1235,744,0,0,0,0,0
1236,718,0,0,0,0,0
1237,0,1238,0,0,0,0
1238,0,988,0,0,0,0
1242,0,0,13,0,0,0
1243,15,13,20,0,0,0
1248,0,0,1915,0,0,0
1249,0,0,2270,0,0,0
1250,0,0,190,0,0,0
1264,307,0,0,0,0,0
1266,305,0,0,0,0,0
1268,473,0,0,0,0,0
1269,645,0,0,0,0,0
1270,425,0,0,0,0,0
1271,0,1265,0,0,0,0
1272,0,0,1485,0,0,0
1278,361,0,0,0,0,0
1279,714,0,0,0,0,0
1280,367,0,0,0,0,0
1281,527,0,0,0,0,0
1282,437,0,0,0,0,0
1283,493,0,0,0,0,0
1284,482,0,0,0,0,0
1286,0,899,0,0,0,0
1288,0,681,0,0,0,0
1289,0,0,1464,0,0,0
5468,443,0,0,0,0,0
5470,592,0,0,0,0,0
5471,688,0,0,0,0,0
5472,922,0,0,0,0,0
5473,877,0,0,0,0,0
5474,781,0,0,0,0,0
5475,933,0,0,0,0,0
5476,0,277,0,0,0,0
5477,487,0,0,0,0,0
5492,0,0,0,221,121,114
5495,0,0,0,277,47,0
5497,0,0,0,0,0,75
10523,820,0,0,0,0,0
10525,850,0,0,0,0,0
10526,648,0,0,0,0,0
10527,0,0,0,0,75,73
10528,685,0,0,0,0,0
10530,493,0,0,0,0,0
20530,424,0,0,0,0,0
25531,432,0,0,0,0,0
35536,0,4,5,0,0,0
35537,0,0,0,159,0,0
35539,0,0,0,508,0,0
40544,0,922,0,0,0,0
45544,646,0,0,0,0,0
45545,535,0,0,0,0,0
45546,727,0,0,0,0,0
45548,842,0,0,0,0,0
45549,401,0,0,0,0,0
45550,631,0,0,0,0,0
50545,0,1202,0,0,0,0
50546,617,0,0,0,0,0
50547,965,0,0,0,0,0
55546,905,0,0,0,0,0
55547,404,0,0,0,0,0
60560,0,0,0,0,0,260
65561,0,1342,0,0,0,0
65562,905,0,0,0,0,0
65563,0,1442,0,0,0,0
70564,571,0,0,0,0,0
70593,0,0,59,0,0,0
70596,0,1052,0,0,0,0
75575,1025,0,0,0,0,0
105568,319,0,0,0,0,0
110569,0,0,0,0,408,0
110571,0,0,0,736,324,0
110574,0,0,0,840,374,146
110575,0,0,0,0,0,499
125577,0,0,0,371,0,0
125578,0,0,0,747,293,229
125580,0,0,0,0,0,414
125581,0,0,0,742,262,0
125582,0,0,0,231,105,90
130580,753,0,0,0,0,0
130581,888,0,0,0,0,0
130582,0,2002,0,0,0,0
130583,1004,0,0,0,0,0
130584,954,0,0,0,0,0
130585,676,0,0,0,0,0
130586,397,0,0,0,0,0
130587,792,0,0,0,0,0
130588,0,823,0,0,0,0
130589,611,0,0,0,0,0
130590,515,0,0,0,0,0
135601,0,0,0,0,0,320
135602,0,0,0,76,0,0
160607,0,0,0,0,0,606
165609,0,0,0,576,327,0
165610,0,0,0,0,222,91
165611,0,0,0,434,0,0
165612,0,0,0,358,171,0
165614,0,0,0,558,123,0
165615,0,0,0,921,438,414
170609,0,0,0,366,89,0
175612,0,0,0,411,0,0
175613,705,0,0,0,0,0
175614,848,0,0,0,0,0
175615,0,1433,0,0,0,0
175616,0,1519,0,0,0,0
175617,441,0,0,0,0,0
175618,629,0,0,0,0,0
180611,476,0,0,0,0,0
180612,496,0,0,0,0,0
185612,712,0,0,0,0,0
185614,0,0,147,0,0,0
185679,0,901,0,0,0,0
185680,706,0,0,0,0,0
185681,511,0,0,0,0,0
185682,740,0,0,0,0,0
185683,731,0,0,0,0,0
185684,516,0,0,0,0,0
185685,0,1275,0,0,0,0
185686,0,0,0,524,0,0
185688,0,0,0,559,99,0
185692,0,0,0,0,174,264
185694,0,0,0,812,305,0
185700,0,0,0,647,78,0
185702,0,0,0,724,301,0
185710,698,0,0,0,0,0
185711,969,0,0,0,0,0
185712,927,0,0,0,0,0
185798,0,0,0,534,131,0
185800,0,0,0,998,0,0
185802,0,0,0,513,108,0
185804,0,0,0,0,0,158
185807,660,0,0,0,0,0
185808,657,0,0,0,0,0
185809,380,0,0,0,0,0
185811,0,975,0,0,0,0
185813,918,0,0,0,0,0
185814,683,0,0,0,0,0
185815,541,0,0,0,0,0
185816,595,0,0,0,0,0
185817,584,0,0,0,0,0
185818,0,778,0,0,0,0
185821,799,0,0,0,0,0
185823,852,0,0,0,0,0
185824,0,0,1374,0,0,0
185825,0,0,1602,0,0,0
185826,0,1212,0,0,0,0
185827,0,713,0,0,0,0
185832,0,0,1901,0,0,0
185833,0,0,0,359,0,0
185835,0,0,0,0,321,308
185836,0,0,0,513,0,0
185837,0,0,0,285,0,0
185838,546,0,0,0,0,0
185842,0,0,0,320,0,0
185843,0,0,0,391,84,0
185844,0,0,2240,0,0,0
185845,936,0,0,0,0,0
185846,658,0,0,0,0,0
185847,0,0,0,276,47,0
185848,551,0,0,0,0,0
185850,912,0,0,0,0,0
185851,426,0,0,0,0,0
185853,0,697,0,0,0,0
185854,0,788,0,0,0,0
185855,102,0,0,0,0,0
185866,0,0,0,521,159,0
185868,0,0,0,0,232,160
185870,0,0,0,0,241,210
185871,0,0,0,971,677,440
185872,0,0,0,785,215,0
185873,0,0,0,0,98,229
185874,0,0,0,357,215,212
185880,539,0,0,0,0,0
185881,957,0,0,0,0,0
185982,723,0,0,0,0,0
186005,988,0,0,0,0,0
186007,429,0,0,0,0,0
186008,929,0,0,0,0,0
186031,0,0,0,480,136,0
186032,0,0,2401,0,0,0
186040,693,0,0,0,0,0
186041,791,0,0,0,0,0
186047,0,0,1039,0,0,0
186048,0,672,0,0,0,0
186049,301,54,0,0,0,0
186106,743,0,0,0,0,0
186110,0,0,0,720,289,0
186111,0,0,0,1006,319,0
186114,0,0,0,581,0,0
186115,0,0,0,709,226,0
186116,0,1165,0,0,0,0
186117,669,0,0,0,0,0
186122,1152,0,0,0,0,0
186123,824,0,0,0,0,0
186128,414,0,0,0,0,0
186129,0,770,0,0,0,0
186130,424,0,0,0,0,0
186131,443,0,0,0,0,0
186132,0,419,0,0,0,0
186136,1008,0,0,0,0,0
186137,630,0,0,0,0,0
186138,86,52,83,0,0,0
186149,0,0,2194,0,0,0
186152,0,0,29,0,0,0
186154,0,0,0,364,53,0
186155,0,0,0,138,38,0
186156,0,0,0,626,27,0
186157,0,0,0,439,124,0
186159,833,0,0,0,0,0
186160,0,1194,0,0,0,0
186162,0,1213,0,0,0,0
186163,770,0,0,0,0,0
186164,710,0,0,0,0,0
186168,591,0,0,0,0,0
186169,704,0,0,0,0,0
186170,0,0,0,0,0,542
186171,0,0,0,487,0,0
186176,0,0,60,0,0,0
186177,773,0,0,0,0,0
186180,0,16,32,0,0,0
186183,13,0,0,0,0,0
186185,890,0,0,0,0,0
186188,354,0,0,0,0,0
186243,0,0,0,738,592,303
186244,0,946,0,0,0,0
186245,706,0,0,0,0,0
186252,958,0,0,0,0,0
186253,751,0,0,0,0,0
186254,0,0,0,343,0,0
186259,1150,0,0,0,0,0
186261,19,14,87,0,0,0
186265,0,8,78,0,0,0
186275,0,0,0,370,251,0
186276,0,0,0,298,91,0
186279,0,0,0,381,67,0
186280,0,0,318,0,0,0
186281,0,0,10,0,0,0
186286,0,0,2351,0,0,0
186288,0,0,0,378,102,0
186292,0,0,122,0,0,0
186297,0,0,0,0,95,135
186299,0,0,0,537,0,0
186301,0,0,0,516,0,0
186303,0,0,0,220,78,22
186305,0,0,0,531,0,0
186313,0,0,0,0,0,109
186315,0,0,0,33,0,0
186317,0,0,0,1228,0,0
186325,721,0,0,0,0,0
186326,0,1029,0,0,0,0
186328,0,1307,0,0,0,0
186329,613,0,0,0,0,0
186343,0,0,0,0,0,172
186347,0,0,0,277,0,0
186352,0,0,0,321,139,0
186354,0,0,0,519,119,0
186356,0,0,0,371,132,0
186365,0,0,0,317,167,132
186366,0,0,0,577,227,0
186367,1041,0,0,0,0,0
186368,1140,0,0,0,0,0
186370,0,0,0,0,302,252
186371,0,0,0,716,256,0
186373,0,0,0,350,150,132
186375,0,0,0,0,0,197
186376,0,0,0,0,526,188
186381,0,0,0,0,244,224
186384,233,0,0,0,0,0
186388,0,0,0,469,140,64
186389,0,0,0,0,0,232
186391,0,0,0,328,50,0
186394,582,0,0,0,0,0
186395,1039,0,0,0,0,0
186409,780,0,0,0,0,0
186412,0,0,0,625,0,0
186413,0,0,0,748,0,0
186414,0,0,0,477,125,0
186417,0,0,235,0,0,0
186418,605,0,0,0,0,0
186420,0,0,0,576,0,0
186422,0,0,0,528,113,0
186424,0,0,0,574,129,0
186425,903,0,0,0,0,0
186426,0,0,2989,0,0,0
186430,0,0,0,0,252,148
186432,0,0,0,0,0,252
186433,0,0,0,546,0,0
186436,0,0,1638,0,0,0
186438,0,0,103,0,0,0
186443,535,0,0,0,0,0
186445,0,0,0,754,60,0
186446,0,0,0,0,290,214
186447,0,0,0,500,0,0
186448,692,0,0,0,0,0
186449,866,0,0,0,0,0
186450,923,0,0,0,0,0
186455,724,0,0,0,0,0
186456,51,33,27,0,0,0
186462,0,0,0,488,57,0
186467,903,0,0,0,0,0
186471,835,0,0,0,0,0
186472,707,0,0,0,0,0
186473,0,0,1443,0,0,0
186475,0,0,0,431,125,0
186477,0,0,0,461,0,0
186480,0,0,0,409,126,0
186485,0,0,0,392,0,0
186487,0,0,0,483,0,0
186488,0,118,85,0,0,0
186491,0,0,0,0,0,308
186496,592,0,0,0,0,0
186497,661,0,0,0,0,0
186498,0,0,1499,0,0,0
186505,0,0,0,0,139,38
186510,863,0,0,0,0,0
186518,797,0,0,0,0,0
186520,0,976,0,0,0,0
186521,544,0,0,0,0,0
186522,0,71,30,0,0,0
186523,67,0,0,0,0,0
186531,600,0,0,0,0,0
186532,348,0,0,0,0,0
186534,0,1034,0,0,0,0
186535,0,0,1879,0,0,0
186536,0,611,1379,0,0,0
186538,799,0,0,0,0,0
186541,1349,0,0,0,0,0
186545,0,819,0,0,0,0
186547,0,0,13,0,0,0
