CO_TAZID,SchoolName,Public_Elem,Public_Midl,Public_High,PriCha_Elem,PriCha_Midl,PriCha_High,Enrol_Elem,Enrol_Midl,Enrol_High
490755,Early Learning Essentials,0,0,0,0,0,0,0,0,0
490762,Provo eSchool,0,0,0,0,0,0,0,0,0
490763,Provo High,0,0,2026,0,0,0,0,0,2026
490764,KoolMinds Orem,0,0,0,0,0,0,0,0,0
490766,Provo Peaks SchoolSunrise Preschool,520,0,0,0,0,0,520,0,0
490787,Franklin School,366,0,0,0,0,0,366,0,0
490791,Square Peg Academy,0,0,0,0,0,0,0,0,0
490805,Wonderland Preschool and Child Care,0,0,0,0,0,0,0,0,0
490808,Treeside Charter School,0,0,0,437,0,0,437,0,0
490812,Provost School,510,0,0,0,0,0,510,0,0
490817,Spring Creek SchoolSlate Mountain School,421,9,23,0,0,0,421,9,23
490842,Reagan Academy,0,0,0,557,126,0,557,126,0
490844,Merit College Preparatory AcademyMeridian School,0,0,0,0,220,233,0,220,233
490845,Westside School,612,0,0,0,0,0,612,0,0
490848,Nebo Advanced Learning Center,0,0,3,0,0,0,0,0,3
490849,Cherry Creek School,406,0,0,0,0,0,406,0,0
490854,Bridges Nebo Transition Center,0,0,90,0,0,0,0,0,90
490856,Springville Jr High,0,1086,0,0,0,0,0,1086,0
490857,Art City School,415,0,0,0,0,0,415,0,0
490865,Meadow Brook SchoolBlind South,656,0,0,0,0,0,656,0,0
490866,Spring Canyon Middle,0,1038,0,0,0,0,0,1038,0
490878,Sage Creek School,415,0,0,0,0,0,415,0,0
490879,Brookside School,360,0,0,0,0,0,360,0,0
490880,Springville High,0,0,1664,0,0,0,0,0,1664
490891,Lollipops Daycare,0,0,0,0,0,0,0,0,0
490892,Mapleton School,590,0,0,0,0,0,590,0,0
490893,Mapleton Junior High,0,1314,0,0,0,0,0,1314,0
490894,Hobble Creek School,429,0,0,0,0,0,429,0,0
490899,Maple Grove Middle,0,1196,0,0,0,0,0,1196,0
490900,Maple Ridge School,869,0,0,0,0,0,869,0,0
490902,Discovery Ranch,0,0,0,0,0,0,0,0,0
490938,A to Z Building Blocks in Spanish Fork,0,0,0,0,0,0,0,0,0
490939,Brockbank School,454,0,0,0,0,0,454,0,0
490946,Riverview School,663,0,0,0,0,0,663,0,0
490948,Spanish Fork High,0,7,1634,0,0,0,0,7,1634
490953,Park School,436,0,0,0,0,0,436,0,0
490957,Spanish Fork Jr High,0,1073,0,0,0,0,0,1073,0
490960,Diamond Fork Middle,0,1074,0,0,0,0,0,1074,0
490961,Sierra Bonita Elementary,568,0,0,0,0,0,568,0,0
490962,Rees School,723,0,0,0,0,0,723,0,0
490967,Maple Mountain High,0,0,1898,0,0,0,0,0,1898
490970,New Haven,0,0,0,0,0,0,0,0,0
490973,Spanish Oaks School,411,0,0,0,0,0,411,0,0
490977,East Meadows School,471,0,0,0,0,0,471,0,0
490979,Larsen School,384,0,0,0,0,0,384,0,0
490981,Canyon School,425,0,0,0,0,0,425,0,0
490993,American Leadership AcademyLollipops Daycare - ProvoLollipops Daycare - West Jordan,0,0,0,844,397,351,844,397,351
490995,Landmark High,0,0,309,0,0,0,0,0,309
491030,Maple Lake Academy,0,0,0,0,0,0,0,0,0
491131,Barnett School,478,0,0,0,0,0,478,0,0
491136,Taylor School,394,0,0,0,0,0,394,0,0
491137,Wilson School,313,0,0,0,0,0,313,0,0
491138,Mt. Nebo Middle ,0,1035,0,0,0,0,0,1035,0
491146,Payson Jr HighPayson High,0,1144,1647,0,0,0,0,1144,1647
491148,Park View School,331,0,0,0,0,0,331,0,0
491158,Spring Lake School,507,0,0,0,0,0,507,0,0
491172,Salem Junior HighNebo Online School,0,957,0,0,0,0,0,957,0
491178,Salem Hills High,0,0,1600,0,0,0,0,0,1600
491184,American Preparatory Academy - Salem,0,0,0,441,129,0,441,129,0
491189,Salem School,507,0,0,0,0,0,507,0,0
491198,Valley View Middle,0,964,0,0,0,0,0,964,0
491201,Mt. Loafer School,591,0,0,0,0,0,591,0,0
491203,Foothills School,603,0,0,0,0,0,603,0,0
491227,C.S. Lewis Academy,0,0,0,224,0,0,224,0,0
491234,Apple Valley School,675,0,0,0,0,0,675,0,0
491242,Orchard Hills School,725,0,0,0,0,0,725,0,0
491245,Santaquin School,576,0,0,0,0,0,576,0,0
491263,Centro de la Familia de Utah Genola,0,0,0,0,0,0,0,0,0
491270,Goshen School,304,0,0,0,0,0,304,0,0
491303,Birdseye Boys Ranch,0,0,0,0,0,0,0,0,0
530015,Vista School,0,0,0,784,331,0,784,331,0
530020,Red Mountain School,447,0,0,0,0,0,447,0,0
530034,Lava Ridge Intermediate,0,699,0,0,0,0,0,699,0
530044,Santa Clara School,450,0,0,0,0,0,450,0,0
530052,Arrowhead School,490,0,0,0,0,0,490,0,0
530073,Snow Canyon HighSnow Canyon Middle,0,799,1327,0,0,0,0,799,1327
530078,Utah Arts Academy,0,0,0,0,0,311,0,0,311
530080,Paradise Canyon,439,0,0,0,0,0,439,0,0
530081,Discovery Clubhouse - St. George,0,0,0,0,0,0,0,0,0
530088,Sandstone School,489,0,0,0,0,0,489,0,0
530095,Trinity Lutheran School,0,0,0,0,0,0,0,0,0
530099,Pine View High,0,0,1124,0,0,0,0,0,1124
530109,Sunset School,455,0,0,0,0,0,455,0,0
530134,Panorama SchoolPine View Middle,420,703,0,0,0,0,420,703,0
530141,Utah Autism Academy - St. George,0,0,0,0,0,0,0,0,0
530155,Cinnamon Hills School,0,0,0,0,0,0,0,0,0
530156,UTBS Academy - St. George,0,0,0,0,0,0,0,0,0
530159,Southwest High,0,0,0,0,0,0,0,0,0
530160,Post HS Self-ContUtah Online 7-12Utah Online K8,0,0,113,0,0,0,0,0,113
530173,Williamsburg Academy,0,0,0,0,0,0,0,0,0
530177,Success DSU,0,0,0,0,0,314,0,0,314
530186,Fossil Ridge Intermediate,0,727,0,0,0,0,0,727,0
530188,Millcreek High,0,0,118,0,0,0,0,0,118
530197,Legacy School,562,0,0,0,0,0,562,0,0
530208,Dixie HighDixie Middle,0,844,1266,0,0,0,0,844,1266
530222,Heritage School,476,0,0,0,0,0,476,0,0
530236,Coral Sands Academy,0,0,0,0,0,0,0,0,0
530245,Tonaquint Intermediate,0,653,0,0,0,0,0,653,0
530247,Crimson View School,520,0,0,0,0,0,520,0,0
530258,George Washington Academy,0,0,0,1014,0,0,1014,0,0
530270,South Mesa Elementary,595,0,0,0,0,0,595,0,0
530273,Bloomington Hills SchoolWashington PreschoolSouthern Utah School of the Deaf,448,0,0,0,0,0,448,0,0
530275,Sunrise Ridge Intermediate,0,804,0,0,0,0,0,804,0
530278,Desert Hills MiddleDesert Hills High,0,912,1241,0,0,0,0,912,1241
530281,Little Valley School,552,0,0,0,0,0,552,0,0
530286,Bloomington School,553,0,0,0,0,0,553,0,0
530330,Freedom Preparatory Academy Washington,0,0,0,412,0,0,412,0,0
530332,Career Tech High School,0,0,592,0,0,0,0,0,592
530344,Desert Canyons Elementary,670,0,0,0,0,0,670,0,0
530347,Coral Canyon School,535,0,0,0,0,0,535,0,0
530372,Mountain View Montessori,0,0,0,210,0,0,210,0,0
530383,Discovery Clubhouse - Washington,0,0,0,0,0,0,0,0,0
530387,Washington School,441,0,0,0,0,0,441,0,0
530388,New Life Christian Academy,0,0,0,0,0,0,0,0,0
530423,Horizon School,626,0,0,0,0,0,626,0,0
530427,Riverside School,610,0,0,0,0,0,610,0,0
530433,Washington Fields Intermediate,0,915,0,0,0,0,0,915,0
530436,Majestic Fields School,732,0,0,0,0,0,732,0,0
530439,St. George Academy,0,0,0,0,99,125,0,99,125
530448,Crimson Cliffs HighCrimson Cliffs Middle,0,933,1402,0,0,0,0,933,1402
530476,Sunrise Academy,0,0,0,0,0,0,0,0,0
530477,Hurricane SchoolValley Academy,612,0,0,558,85,0,1170,85,0
530480,Hurricane Middle,0,785,0,0,0,0,0,785,0
530498,Hurricane High,0,0,1188,0,0,0,0,0,1188
530534,Three Falls School,533,0,0,0,0,0,533,0,0
530536,"Utah Prep Academy, LLC",0,0,0,0,0,0,0,0,0
530559,Hurricane Intermediate,0,722,0,0,0,0,0,722,0
530631,Second Chances in Southern Utah,0,0,0,0,0,0,0,0,0
530645,LaVerkin School,417,0,0,0,0,0,417,0,0
530655,Ashcreek Ranch AcademyLava Heights Academy,0,0,0,0,0,0,0,0,0
530681,Falcon Ridge Academy,0,0,0,0,0,0,0,0,0
530686,Liahona Academy,0,0,0,0,0,0,0,0,0
530694,Springdale School,35,0,0,0,0,0,35,0,0
530710,Water Canyon HighWater Canyon School,176,86,89,0,0,0,176,86,89
530716,ThreePeaksAscent,0,0,0,0,0,0,0,0,0
530721,Enterprise School,428,0,0,0,0,0,428,0,0
530722,Enterprise High,0,271,266,0,0,0,0,271,266
530764,Kolob Canyon School,0,0,0,0,0,0,0,0,0
530812,Diamond Valley School,386,0,0,0,0,0,386,0,0
530839,Three Points Academy,0,0,0,0,0,0,0,0,0
570019,West Weber School,632,0,0,0,0,0,632,0,0
570037,West Field High School,0,0,1258,0,0,0,0,0,1258
570042,Haven Bay ElementaryWeber Online K-6Weber Online 9-12Weber Online 7-8,475,0,0,0,0,0,475,0,0
570060,Plain City School,618,0,0,0,0,0,618,0,0
570066,Fremont High,0,0,1443,0,0,0,0,0,1443
570071,Silver Ridge Elementary,602,0,0,0,0,0,602,0,0
570074,Farr West School,704,0,0,0,0,0,704,0,0
570075,Wahlquist Jr High,0,1034,0,0,0,0,0,1034,0
570097,Lomond View School,429,0,0,0,0,0,429,0,0
570098,Weber High,0,0,2002,0,0,0,0,0,2002
570101,Orchard Springs,448,0,0,0,0,0,448,0,0
570112,Bates School,690,0,0,0,0,0,690,0,0
570118,North Ogden School,531,0,0,0,0,0,531,0,0
570119,North Ogden Jr High,0,863,0,0,0,0,0,863,0
570123,Maria Montessori Academy,0,0,0,317,85,0,317,85,0
570130,Green Acres School,497,0,0,0,0,0,497,0,0
570135,Majestic SchoolOrion Jr High,713,1004,0,0,0,0,713,1004,0
570141,Greenwood Charter School,0,0,0,297,57,0,297,57,0
570147,Venture Academy,0,0,0,327,213,261,327,213,261
570150,Imagination Time LLC,0,0,0,0,0,0,0,0,0
570151,Pioneer School,394,0,0,0,0,0,394,0,0
570158,Weber Innovation High SchoolTwo Rivers HighHorizon Academy,0,70,549,0,0,0,0,70,549
570160,Lincoln School,462,0,0,0,0,0,462,0,0
570171,Ogden Technical High School,0,0,0,0,0,0,0,0,0
570173,Malan's Peak Secondary,0,0,24,0,0,0,0,0,24
570174,Heritage School,625,0,0,0,0,0,625,0,0
570175,Little Seed Evolution Child Care Center LLC,0,0,0,0,0,0,0,0,0
570176,Highland Junior HighBonneville School,438,650,0,0,0,0,438,650,0
570177,Leadership Learning Academy - Ogden,0,0,0,385,0,0,385,0,0
570178,East Ridge Elementary SchoolNorth Region BlindKenneth Burdett SchoolUSD Online,717,0,0,0,0,0,717,0,0
570181,Children's ClassicChildrens Classic - Wasatch Drive,0,0,0,0,0,0,0,0,0
570183,Canyon View SchoolCanyon View Preschool,16,0,0,0,0,0,16,0,0
570184,Ben Lomond High,0,0,1186,0,0,0,0,0,1186
570188,Ogden Preparatory AcademyOgden Preparatory Academy - Preschool,0,0,0,696,291,0,696,291,0
570190,Oakgrove School,0,0,0,0,0,0,0,0,0
570193,Mound Fort Junior HighDiscovery Clubhouse - Ogden,0,563,0,0,0,0,0,563,0
570208,Ogden PreschoolSpec. Educ. ATCContracted Special EducationOgden Online SecondaryOgden Online Elementary,0,0,0,0,0,0,0,0,0
570219,Davinci Academy,0,0,0,735,313,230,735,313,230
570225,New Bridge School,666,0,0,0,0,0,666,0,0
570247,YMCA of Northern Utah - Weber County,0,0,0,0,0,0,0,0,0
570248,Polk School,522,0,0,0,0,0,522,0,0
570251,St. Joseph High,0,0,0,0,0,0,0,0,0
570261,George Washington High,0,12,271,0,0,0,0,12,271
570265,St. Joseph Catholic Elem.,0,0,0,0,0,0,0,0,0
570267,Ogden High,0,0,1133,0,0,0,0,0,1133
570274,Odyssey School,505,0,0,0,0,0,505,0,0
570278,Liberty Elementary School,537,0,0,0,0,0,537,0,0
570279,Discovery Clubhouse - Harrison,0,0,0,0,0,0,0,0,0
570280,Mount Ogden Junior HighWasatch School,357,806,0,0,0,0,357,806,0
570284,Weber State University Charter AcademyNo. UT. Acad. of Math Engineering & Science - Ogden,0,0,0,33,0,0,33,0,0
570290,Shadow Valley SchoolWasatch Canyons Academy at Mckay Dee,571,0,0,0,0,0,571,0,0
570297,Mountain View Jr High,0,799,0,0,0,0,0,799,0
570301,Deamude Adventist Christian School,0,0,0,0,0,0,0,0,0
570305,Kanesville School,722,0,0,0,0,0,722,0,0
570307,Quest Academy,0,0,0,742,268,0,742,268,0
570317,Country View SchoolRocky Mountain Jr High,526,797,0,0,0,0,526,797,0
570318,West Haven SchoolThe Sammy Center Everest Academy - Children Classic WeberRogue Behavior Services Everest Academy - Children Classic Ogden,488,0,0,0,0,0,488,0,0
570337,Hooper School,516,0,0,0,0,0,516,0,0
570343,Freedom School,784,0,0,0,0,0,784,0,0
570346,Midland School,502,0,0,0,0,0,502,0,0
570348,Valley View School,286,0,0,0,0,0,286,0,0
570349,North Park School,504,0,0,0,0,0,504,0,0
570351,Sand Ridge Jr HighRoy High,0,697,1660,0,0,0,0,697,1660
570354,Bridge Elementary School,0,0,0,558,0,0,558,0,0
570358,Lakeview School,373,0,0,0,0,0,373,0,0
570359,UTBS Academy - Roy,0,0,0,0,0,0,0,0,0
570363,Roy School,405,0,0,0,0,0,405,0,0
570364,Roy Jr High,0,961,0,0,0,0,0,961,0
570368,Angie's Kinder Academy,0,0,0,0,0,0,0,0,0
570372,Municipal School,318,0,0,0,0,0,318,0,0
570377,Riverdale School,383,0,0,0,0,0,383,0,0
570379,Discovery Clubhouse - Riverdale,0,0,0,0,0,0,0,0,0
570384,Good Foundations AcademyUtah Military Academy,0,0,0,443,351,246,443,351,246
570390,Washington Terrace School,432,0,0,0,0,0,432,0,0
570392,Bonneville HighBonneville Preschool,0,0,1382,0,0,0,0,0,1382
570393,Discovery Clubhouse - Washington Terrace,0,0,0,0,0,0,0,0,0
570394,Roosevelt SchoolT.H. Bell Jr High,374,612,0,0,0,0,374,612,0
570397,Weber HQ Preschool,0,0,0,0,0,0,0,0,0
570398,Evergreen Montessori Academy,0,0,0,0,0,0,0,0,0
570401,ABC Great Beginnings - South Ogden,0,0,0,0,0,0,0,0,0
570403,Wasatch Christian SchoolProgressive Preschool & Child Care CenterEverest Academy,0,0,0,0,0,0,0,0,0
570408,Burch Creek School,579,0,0,0,0,0,579,0,0
570412,H Guy Child SchoolSouth Ogden Jr High,380,801,0,0,0,0,380,801,0
570416,Providence Montessori Academy,0,0,0,0,0,0,0,0,0
570417,Thrive Learning Center,0,0,0,0,0,0,0,0,0
570418,Uintah School,629,0,0,0,0,0,629,0,0
