maz_id,SchoolName,Public_Elem,Public_Midl,Public_High,PriCha_Elem,PriCha_Midl,PriCha_High,Enrol_Elem,Enrol_Midl,Enrol_High
11493,Morningside School,566,0,0,0,0,0,566,0,0
11552,Sunshine Academy West Valley City,0,0,0,0,0,0,0,0,0
11578,Pioneer School,399,0,0,0,0,0,399,0,0
11606,Olympus High,0,0,2156,0,0,0,0,0,2156
11629,Ascent Academies of Utah - West Valley,0,0,0,426,0,0,426,0,0
11635,William Penn School,615,0,0,0,0,0,615,0,0
11682,Hunter Jr High,0,668,0,0,0,0,0,668,0
11704,Jackling School,354,0,0,0,0,0,354,0,0
11729,Upland Terrace School,444,0,0,0,0,0,444,0,0
11744,Copper Hills School,403,0,0,0,0,0,403,0,0
11750,Granite Connection High,18,80,448,0,0,0,18,80,448
11752,Wasatch Jr High,0,830,0,0,0,0,0,830,0
11784,Youth Educational Support SchoolLincoln SchoolLincoln SchoolUtah International Charter School,1027,0,13,0,89,156,1027,89,169
11830,Scott M Matheson Jr High,0,1052,0,0,0,0,0,1052,0
11832,Sunshine Academy Magna,0,0,0,0,0,0,0,0,0
11843,Douglas T. Orchard School,411,0,0,0,0,0,411,0,0
11848,Whittier School,435,0,0,0,0,0,435,0,0
11854,Granger High,0,0,3267,0,0,0,0,0,3267
11863,Skyline High,0,0,2176,0,0,0,0,0,2176
11886,Evergreen Jr High,0,613,0,0,0,0,0,613,0
11936,Reid School,0,0,0,0,0,0,0,0,0
11965,Esperanza School,0,0,0,576,0,0,576,0,0
11985,Olene Walker Elementary,674,0,0,0,0,0,674,0,0
11991,Lake Ridge School,410,0,0,0,0,0,410,0,0
12002,Jean Massieu School for the DeafBlind Region 2,0,0,0,0,0,0,0,0,0
12033,Eastwood School,271,0,0,0,0,0,271,0,0
12071,Hillsdale School,511,0,0,0,0,0,511,0,0
12072,West Lake Jr High,0,725,0,0,0,0,0,725,0
12089,West Valley School,723,0,0,0,0,0,723,0,0
12127,Gearld Wright School,484,0,0,0,0,0,484,0,0
12130,Granite Park Jr High,0,800,0,0,0,0,0,800,0
12140,Stansbury School,542,0,0,0,0,0,542,0,0
12173,Canyon Rim Academy,0,0,0,524,0,0,524,0,0
12190,Rosecrest School,300,0,0,0,0,0,300,0,0
12218,Monticello Academy,0,0,0,548,142,0,548,142,0
12227,Highland Park School,478,0,0,0,0,0,478,0,0
12229,Pleasant Green School,448,0,0,0,0,0,448,0,0
12274,Nibley Park School,412,72,0,0,0,0,412,72,0
12292,Granite Preschool ServicesHeadstart Preschool Special EducationGranite Technical Institute,0,0,95,0,0,0,0,0,95
12312,Vanguard AcademyEndeavor HallAmeris Academy Inc.,0,0,0,257,361,262,257,361,262
12319,Wallace Stegner Academy West Valley,0,0,0,567,135,0,567,135,0
12329,Redwood SchoolEnsign Learning Center,468,0,0,0,0,0,468,0,0
12396,Lori M. Marino Inc. DBA Lit'l ScholarsSeps Learning Center,0,0,0,0,0,0,0,0,0
12399,Redeemer Lutheran,0,0,0,0,0,0,0,0,0
12404,American Preparatory Academy - The School for New Americans,0,0,0,643,0,0,643,0,0
12420,Kearns - St. Ann,0,0,0,0,0,0,0,0,0
12463,Dilworth School,432,0,0,0,0,0,432,0,0
12561,Clayton Middle,0,567,0,0,0,0,0,567,0
12571,Mountain View SchoolGlendale Middle,592,680,0,0,0,0,592,680,0
12589,Emerson School,396,0,0,0,0,0,396,0,0
12599,Indian Hills School,453,0,0,0,0,0,453,0,0
12608,Salt Lake Community Action Head Start,0,0,0,0,0,0,0,0,0
12610,Uintah School,464,0,0,0,0,0,464,0,0
12614,Realms of Inquiry,0,0,0,0,0,0,0,0,0
12632,Liberty School,417,0,0,0,0,0,417,0,0
12640,Bonneville School,414,0,0,0,0,0,414,0,0
12719,Parkview School,314,0,0,0,0,0,314,0,0
12745,Salt Lake Arts Academy,0,0,0,0,415,0,0,415,0
12755,Rowland Hall-St Mark's (Middle)Rowland Hall-St Mark's (Sec),0,0,0,0,0,0,0,0,0
12757,East High,0,0,1771,0,0,0,0,0,1771
12785,Smart Start Learning Center – Clearfield,0,0,0,0,0,0,0,0,0
12800,Our Lady of LourdesJudge Memorial Catholic High,0,0,0,0,0,0,0,0,0
12801,Mcgillis School,0,0,0,0,0,0,0,0,0
12818,Centro de la Familia de Utah ClintonCentro de la Familia de Utah CenterfieldCentro de la Familia de Utah HoldenCentro de la Familia de Utah Mount Pleasant,0,0,0,0,0,0,0,0,0
12833,Neighborhood House,0,0,0,0,0,0,0,0,0
12854,Franklin School,312,0,0,0,0,0,312,0,0
12915,Salt Lake Center for Science Education Bryant,0,360,0,0,0,0,0,360,0
12928,Utah Catholic Schools,0,0,0,0,0,0,0,0,0
12932,Wasatch School,388,0,0,0,0,0,388,0,0
12983,Madeleine Choir School,0,0,0,0,0,0,0,0,0
13002,Open Classroom,0,0,0,235,44,0,235,44,0
13068,American Heritage School Salt Lake Campus,0,0,0,0,0,0,0,0,0
13128,Washington School,356,0,0,0,0,0,356,0,0
13188,Ensign School,361,0,0,0,0,0,361,0,0
13205,Backman School,381,0,0,0,0,0,381,0,0
13248,Escalante SchoolPacific Heritage Academy,327,0,0,247,81,0,574,81,0
13254,Salt Lake Head Start,0,0,0,0,0,0,0,0,0
13255,Newman SchoolSalt Lake Center for Science Education,370,0,0,0,0,366,370,0,366
13260,North Star School,318,0,0,0,0,0,318,0,0
13265,Guadalupe School,0,0,0,292,0,0,292,0,0
13332,Legacy Preparatory Academy,0,0,0,764,256,0,764,256,0
13360,Adelaide School,349,0,0,0,0,0,349,0,0
13374,CHOICE,0,0,0,0,0,0,0,0,0
13377,Wasatch Peak Academy,0,0,0,520,0,0,520,0,0
13383,Spectrum Academy,0,0,0,0,0,0,0,0,0
13452,Boulton School,465,0,0,0,0,0,465,0,0
13464,South Davis Jr High,0,954,0,0,0,0,0,954,0
13486,Muir School,596,0,0,0,0,0,596,0,0
13534,Woods Cross High,0,0,1555,0,0,0,0,0,1555
13556,Odyssey School,548,0,0,0,0,0,548,0,0
13586,St. Olaf Catholic Elem.,0,0,0,0,0,0,0,0,0
13588,Bountiful School,473,0,0,0,0,0,473,0,0
13599,Mueller Park Jr High,0,1092,0,0,0,0,0,1092,0
13622,Valley View School,425,0,0,0,0,0,425,0,0
13668,Woods Cross School,457,0,0,0,0,0,457,0,0
13669,Benchmark School,0,0,0,0,0,0,0,0,0
13671,Millcreek Jr High,0,674,0,0,0,0,0,674,0
13681,Oak Hills School,509,0,0,0,0,0,509,0,0
13703,Holbrook School,431,0,0,0,0,0,431,0,0
13739,Bountiful Jr High,0,630,0,0,0,0,0,630,0
13743,Meadowbrook School,312,0,0,0,0,0,312,0,0
13757,Tolman School,338,0,0,0,0,0,338,0,0
13772,Viewmont High,0,0,1568,0,0,0,0,0,1568
13814,Centerville Jr High,0,971,0,0,0,0,0,971,0
13857,Centerville School,386,0,0,0,0,0,386,0,0
13909,Stewart School,522,0,0,0,0,0,522,0,0
13954,Reading School,414,0,0,0,0,0,414,0,0
14020,Canyon Creek School,721,0,0,0,0,0,721,0,0
14054,Farmington School,444,0,0,0,0,0,444,0,0
14056,Vista Education CampusStar Transition,0,0,267,0,0,0,0,0,267
14058,Farmington Jr High,0,1266,0,0,0,0,0,1266,0
14074,Eagle Bay School,454,0,0,0,0,0,454,0,0
14155,Knowlton School,614,0,0,0,0,0,614,0,0
14180,Endeavour School,644,0,0,0,0,0,644,0,0
14225,Windridge School,484,0,0,0,0,0,484,0,0
14241,Jefferson Academy,0,0,0,505,0,0,505,0,0
14275,Snow Horse SchoolCentennial Jr High,488,957,0,0,0,0,488,957,0
14311,Columbia SchoolKaysville Jr High,555,858,0,0,0,0,555,858,0
14312,Utah Career Path High School,0,0,0,0,0,148,0,0,148
14326,Renaissance Academy,0,10,17,0,0,0,0,10,17
14329,Mountain HighFamily Enrichment CenterDavis High,0,0,2488,0,0,0,0,0,2488
14360,Kay's Creek School,0,0,0,0,0,0,0,0,0
14394,Kaysville School,483,0,0,0,0,0,483,0,0
14450,H C Burton School,599,0,0,0,0,0,599,0,0
14495,Shoreline Junior High,0,1226,0,0,0,0,0,1226,0
14503,Heritage School,622,0,0,0,0,0,622,0,0
14560,Creekside SchoolFairfield Jr High,542,972,0,0,0,0,542,972,0
14598,Kid's First,0,0,0,0,0,0,0,0,0
14601,Morgan School,587,0,0,0,0,0,587,0,0
14656,Sunburst School,869,0,0,0,0,0,869,0,0
14663,Layton School,520,0,0,0,0,0,520,0,0
14727,Sand Springs School,682,0,0,0,0,0,682,0,0
14739,Whitesides School,361,0,0,0,0,0,361,0,0
14762,Legacy Jr High,0,1125,0,0,0,0,0,1125,0
14801,North Davis Preparatory Academy,0,0,0,705,262,0,705,262,0
14809,Crestview SchoolCentral Davis Jr High,291,879,0,0,0,0,291,879,0
14879,Ellison Park School,565,0,0,0,0,0,565,0,0
14921,Bluff Ridge School,914,0,0,0,0,0,914,0,0
14981,East Layton School,507,0,0,0,0,0,507,0,0
15072,King School,442,0,0,0,0,0,442,0,0
15103,Vae View School,325,0,0,0,0,0,325,0,0
15117,Fernwood Academy,0,0,0,0,0,0,0,0,0
15161,Antelope School,602,0,0,0,0,0,602,0,0
15167,Elevations Academy,0,0,0,0,0,0,0,0,0
15171,Buffalo Point School,600,0,0,0,0,0,600,0,0
15219,Cook School,638,0,0,0,0,0,638,0,0
15258,Adams School,644,0,0,0,0,0,644,0,0
15266,Dorius Academy,0,0,0,0,0,0,0,0,0
15304,Northridge High,0,0,1991,0,0,0,0,0,1991
15408,Oasis Monessori Schools,0,0,0,0,0,0,0,0,0
15439,Mountain View School,695,0,0,0,0,0,695,0,0
15483,Hill Field School,447,0,0,0,0,0,447,0,0
15646,West Point School,603,0,0,0,0,0,603,0,0
15658,Monticello Academy West Point,0,0,0,442,0,0,442,0,0
15659,West Point Jr High,0,1556,0,0,0,0,0,1556,0
15706,Holt School,427,0,0,0,0,0,427,0,0
15712,Lakeside School,863,0,0,0,0,0,863,0,0
15746,Highmark Charter School,0,0,0,370,298,0,370,298,0
15806,South Weber School,741,0,0,0,0,0,741,0,0
15902,Clinton School,465,0,0,0,0,0,465,0,0
15964,West Clinton School,594,0,0,0,0,0,594,0,0
15980,Voyage Academy,0,0,0,529,0,0,529,0,0
16148,Uintah School,629,0,0,0,0,0,629,0,0
16271,Municipal School,318,0,0,0,0,0,318,0,0
16318,Freedom School,784,0,0,0,0,0,784,0,0
16407,Hooper School,516,0,0,0,0,0,516,0,0
16435,Roy School,405,0,0,0,0,0,405,0,0
16439,Roy Jr High,0,961,0,0,0,0,0,961,0
16456,H Guy Child SchoolSouth Ogden Jr High,380,801,0,0,0,0,380,801,0
16477,Utah Military Academy,0,0,0,0,351,246,0,351,246
16483,T.H. Bell Jr High,0,612,0,0,0,0,0,612,0
16484,Discovery Clubhouse - Washington Terrace,0,0,0,0,0,0,0,0,0
16541,Roosevelt School,374,0,0,0,0,0,374,0,0
16586,Good Foundations Academy,0,0,0,443,0,0,443,0,0
16589,Lakeview School,373,0,0,0,0,0,373,0,0
16615,Bonneville PreschoolBonneville High,0,0,1382,0,0,0,0,0,1382
16675,Midland School,502,0,0,0,0,0,502,0,0
16698,Shadow Valley School,571,0,0,0,0,0,571,0,0
16713,Country View School,526,0,0,0,0,0,526,0,0
16755,Rocky Mountain Jr High,0,797,0,0,0,0,0,797,0
16766,Washington Terrace School,432,0,0,0,0,0,432,0,0
16772,Valley View School,286,0,0,0,0,0,286,0,0
16810,Burch Creek School,579,0,0,0,0,0,579,0,0
16839,West Haven School,488,0,0,0,0,0,488,0,0
16851,Riverdale School,383,0,0,0,0,0,383,0,0
16899,The Sammy CenterEverest Academy - Children Classic WeberRogue Behavior ServicesEverest Academy - Children Classic Ogden,0,0,0,0,0,0,0,0,0
16976,Quest Academy,0,0,0,742,268,0,742,268,0
16986,Progressive Preschool & Child Care CenterEverest Academy,0,0,0,0,0,0,0,0,0
17041,Wasatch School,357,0,0,0,0,0,357,0,0
17087,Liberty Elementary School,537,0,0,0,0,0,537,0,0
17146,Weber Online K-6Haven Bay ElementaryWeber Online 9-12Weber Online 7-8,475,0,0,0,0,0,475,0,0
17162,St. Joseph Catholic Elem.,0,0,0,0,0,0,0,0,0
17170,Kanesville School,722,0,0,0,0,0,722,0,0
17182,Ogden High,0,0,1133,0,0,0,0,0,1133
17195,George Washington High,0,12,271,0,0,0,0,12,271
17233,Polk School,522,0,0,0,0,0,522,0,0
17308,YMCA of Northern Utah - Weber County,0,0,0,0,0,0,0,0,0
17392,New Bridge School,666,0,0,0,0,0,666,0,0
17442,Ogden PreschoolSpec. Educ. ATCContracted Special EducationOgden Online SecondaryOgden Online Elementary,0,0,0,0,0,0,0,0,0
17447,Mountain View Jr High,0,799,0,0,0,0,0,799,0
17454,West Field High School,0,0,1258,0,0,0,0,0,1258
17517,Oakgrove School,0,0,0,0,0,0,0,0,0
17525,Mound Fort Junior High,0,563,0,0,0,0,0,563,0
17531,Ogden Preparatory AcademyOgden Preparatory Academy - Preschool,0,0,0,696,291,0,696,291,0
17574,Canyon View SchoolCanyon View Preschool,16,0,0,0,0,0,16,0,0
17613,Ben Lomond High,0,0,1186,0,0,0,0,0,1186
17623,Children's ClassicChildrens Classic - Wasatch Drive,0,0,0,0,0,0,0,0,0
17669,West Weber School,632,0,0,0,0,0,632,0,0
17675,Highland Junior High,0,650,0,0,0,0,0,650,0
17683,Leadership Learning Academy - Ogden,0,0,0,385,0,0,385,0,0
17685,Bonneville School,438,0,0,0,0,0,438,0,0
17691,Little Seed Evolution Child Care Center LLC,0,0,0,0,0,0,0,0,0
17693,Heritage School,625,0,0,0,0,0,625,0,0
17723,Ogden Technical High School,0,0,0,0,0,0,0,0,0
17737,Pioneer School,394,0,0,0,0,0,394,0,0
17743,Imagination Time LLC,0,0,0,0,0,0,0,0,0
17858,Lincoln School,462,0,0,0,0,0,462,0,0
17962,Fremont High,0,0,1443,0,0,0,0,0,1443
17980,Green Acres School,497,0,0,0,0,0,497,0,0
17991,Orion Jr High,0,1004,0,0,0,0,0,1004,0
18088,Plain City School,618,0,0,0,0,0,618,0,0
18120,Wahlquist Jr High,0,1034,0,0,0,0,0,1034,0
18151,North Ogden School,531,0,0,0,0,0,531,0,0
18224,North Ogden Jr High,0,863,0,0,0,0,0,863,0
18247,Bates School,690,0,0,0,0,0,690,0,0
18305,Orchard Springs,448,0,0,0,0,0,448,0,0
18333,Lomond View School,429,0,0,0,0,0,429,0,0
18389,Weber High,0,0,2002,0,0,0,0,0,2002
18551,Promontory School of Expeditionary Learning,0,0,0,367,78,0,367,78,0
18565,Three Mile Creek School,530,0,0,0,0,0,530,0,0
18621,UTBS Academy - Brigham City,0,0,0,0,0,0,0,0,0
18671,Adele C. Young Intermediate,0,0,0,0,0,0,0,0,0
18756,Box Elder High,0,0,1639,0,0,0,0,0,1639
18766,Sunrise High School,0,0,161,0,0,0,0,0,161
18790,Triumph Academy,0,0,0,0,0,0,0,0,0
18794,Box Elder Middle,0,1127,0,0,0,0,0,1127,0
18841,Golden Spike Elementary,774,0,0,0,0,0,774,0,0
18926,Discovery School,448,0,0,0,0,0,448,0,0
19363,Providence Hall,0,0,0,1047,559,434,1047,559,434
19402,Rose Creek School,649,0,0,0,0,0,649,0,0
19427,Oak Leaf Elementary,566,0,0,0,0,0,566,0,0
19428,Hawthorn Academy South Jordan,0,0,0,621,0,0,621,0,0
19435,Crescent SchoolLife Skills Academy,468,0,63,0,0,0,468,0,63
19464,Albion Middle,0,943,0,0,0,0,0,943,0
19468,Learning Tree SouthwestJoel P. Jensen MiddleWest Jordan High,0,765,1760,0,0,0,0,765,1760
19471,Brighton High,0,0,2437,0,0,0,0,0,2437
19509,Oakwood School,542,0,0,0,0,0,542,0,0
19512,Bonneville Jr High,0,637,0,0,0,0,0,637,0
19529,Mount Olympus Preparatory,0,0,0,0,0,0,0,0,0
19549,Entheos Academy Magna,0,0,0,386,89,0,386,89,0
19569,Elk Run Elementary,675,0,0,0,0,0,675,0,0
19608,Foxboro School,485,0,0,0,0,0,485,0,0
19633,Layton Christian AcademyLayton Christian Academy,0,0,0,0,0,0,0,0,0
19637,Island View Elementary,819,0,0,0,0,0,819,0,0
19642,Weber Basin High (Private),0,0,0,0,0,0,0,0,0
19664,Sand Ridge Jr HighRoy High,0,697,1660,0,0,0,0,697,1660
19690,St. Joseph High,0,0,0,0,0,0,0,0,0
19698,North Region BlindKenneth Burdett SchoolUSD OnlineEast Ridge Elementary School,717,0,0,0,0,0,717,0,0
19722,Silver Ridge Elementary,602,0,0,0,0,0,602,0,0
19764,Catalyst Preparatory Academy,0,0,0,0,0,0,0,0,0
20617,Mountain Point Elementary,831,0,0,0,0,0,831,0,0
20622,Summit Academy - Independence,0,0,0,607,223,0,607,223,0
20651,Summit Academy High School,0,0,0,0,0,599,0,0,599
20659,Hidden Valley Middle,0,937,0,0,0,0,0,937,0
20743,American Preparatory Academy,0,0,0,0,0,0,0,0,0
20746,Silver Crest School,879,0,0,0,0,0,879,0,0
20759,Jordan Academy for Technology & Careers South,0,0,0,0,0,0,0,0,0
20784,Autism & Behavioral Intervention,0,0,0,0,0,0,0,0,0
20786,Draper Academy,0,0,0,0,0,0,0,0,0
20787,A to Z Building Blocks Draper,0,0,0,0,0,0,0,0,0
20797,Oxford Learning SourceOxford Academy,0,0,0,0,0,0,0,0,0
20807,KoolMinds,0,0,0,0,0,0,0,0,0
20808,Autism Solutions,0,0,0,0,0,0,0,0,0
20861,Stillwater Academy,0,0,0,0,0,0,0,0,0
20966,Jordan High,0,0,1820,0,0,0,0,0,1820
20969,Beehive Science & Technology Academy,0,0,0,0,302,124,0,302,124
21006,KoolMinds East Sandy,0,0,0,0,0,0,0,0,0
21033,Itineris Early College High,0,0,0,0,0,366,0,0,366
21055,Autism Solutions Academy West Jordan,0,0,0,0,0,0,0,0,0
21067,Happy Zone Child Care LLC,0,0,0,0,0,0,0,0,0
21136,Hillcrest High,0,0,2425,0,0,0,0,0,2425
21172,Bella Vista School,219,0,0,0,0,0,219,0,0
21199,Intermountain ChristianIntermountain Christian,0,0,0,0,0,0,0,0,0
21214,Early Childhood Center,0,0,0,0,0,0,0,0,0
21233,ABC Great Beginnings Murray,0,0,0,0,0,0,0,0,0
21241,Wasatch Canyons at PCH,0,0,0,0,0,0,0,0,0
21248,Beehive School,454,0,0,0,0,0,454,0,0
21250,Kearns High,0,0,2321,0,0,0,0,0,2321
21257,John Locke Academy,0,0,0,0,0,0,0,0,0
21276,Murray Adult Transition,0,0,0,0,0,0,0,0,0
21281,Smart Kids RedwoodSmart Kids Taylorsville,0,0,0,0,0,0,0,0,0
21304,Realms of Inquiry,0,0,0,0,0,0,0,0,0
21326,Olympus Jr High,0,807,0,0,0,0,0,807,0
21343,Tilley Time Child Care,0,0,0,0,0,0,0,0,0
21397,Smart Kids Salt Lake,0,0,0,0,0,0,0,0,0
21543,Learning Tree West,0,0,0,0,0,0,0,0,0
21566,Roots Charter High School,0,0,0,0,0,224,0,0,224
21615,East Hollywood High,0,0,0,0,0,325,0,0,325
21617,Mana Academy Charter School,0,0,0,195,70,36,195,70,36
21706,Horizonte Instruction & Training CenterSky View Academy,0,0,254,0,0,0,0,0,254
21738,Dual Immersion Academy,0,0,0,352,82,0,352,82,0
21743,Wallace Stegner Academy Kearns K-12Wallace Stegner Academy,0,0,0,1057,407,0,1057,407,0
21811,University Academy,0,0,0,0,0,0,0,0,0
21843,The American Academy,0,0,0,0,0,0,0,0,0
21943,West High,0,795,1717,0,0,0,0,795,1717
22011,Orchard School,578,0,0,0,0,0,578,0,0
22063,Utah Connections Academy,0,0,0,0,0,0,0,0,0
22084,Taylor School,332,0,0,0,0,0,332,0,0
22089,Matt's Place School,0,0,0,0,0,0,0,0,0
22119,Davis Connect K-6,105,0,0,0,0,0,105,0,0
22168,Catalyst Center,0,0,0,0,0,0,0,0,0
22178,Time For Families - Davis County,0,0,0,0,0,0,0,0,0
22203,Layton High,0,0,2229,0,0,0,0,0,2229
22304,Syracuse Arts Academy,0,0,0,0,0,0,0,0,0
22318,Clearfield Job CorpsGreat Basin High,0,0,0,0,0,0,0,0,0
22325,North Layton Jr High,0,960,0,0,0,0,0,960,0
22333,Davis Connect 7-12,0,95,167,0,0,0,0,95,167
22336,Syracuse Jr High,0,1218,0,0,0,0,0,1218,0
22338,Syracuse School,862,0,0,0,0,0,862,0,0
22343,Leadership Academy of Utah,0,0,0,0,0,0,0,0,0
22352,Autism Solutions Academy Clearfield,0,0,0,0,0,0,0,0,0
22370,Leadership Learning Academy,0,0,0,522,0,0,522,0,0
22373,Clearfield High,0,0,2040,0,0,0,0,0,2040
22375,South Clearfield SchoolNorth Davis Jr High,690,941,0,0,0,0,690,941,0
22399,Syracuse High,0,0,2607,0,0,0,0,0,2607
22403,Let Them Be Kids Childcare CenterLet Them Be Kids Preschool,0,0,0,0,0,0,0,0,0
22405,Syracuse Arts Academy - North,0,0,0,730,0,0,730,0,0
22423,Wasatch School,430,0,0,0,0,0,430,0,0
22461,Doxey School,341,0,0,0,0,0,341,0,0
22479,Sunset Jr High,0,927,0,0,0,0,0,927,0
22517,Thrive Learning Center,0,0,0,0,0,0,0,0,0
22539,Angie's Kinder Academy,0,0,0,0,0,0,0,0,0
22542,Providence Montessori Academy,0,0,0,0,0,0,0,0,0
22561,Weber HQ Preschool,0,0,0,0,0,0,0,0,0
22569,Wasatch Canyons Academy at Mckay Dee,0,0,0,0,0,0,0,0,0
22576,Bridge Elementary School,0,0,0,558,0,0,558,0,0
22579,UTBS Academy - Roy,0,0,0,0,0,0,0,0,0
22623,Weber State University Charter AcademyNo. UT. Acad. of Math Engineering & Science - Ogden,0,0,0,33,0,0,33,0,0
22634,Evergreen Montessori Academy,0,0,0,0,0,0,0,0,0
22654,North Park School,504,0,0,0,0,0,504,0,0
22660,Wasatch Christian School,0,0,0,0,0,0,0,0,0
22663,ABC Great Beginnings - South Ogden,0,0,0,0,0,0,0,0,0
22737,Odyssey School,505,0,0,0,0,0,505,0,0
22743,Mount Ogden Junior High,0,806,0,0,0,0,0,806,0
22744,Discovery Clubhouse - Harrison,0,0,0,0,0,0,0,0,0
22757,Discovery Clubhouse - Riverdale,0,0,0,0,0,0,0,0,0
22866,Deamude Adventist Christian School,0,0,0,0,0,0,0,0,0
22882,Davinci Academy,0,0,0,735,313,230,735,313,230
22904,Discovery Clubhouse - Ogden,0,0,0,0,0,0,0,0,0
22911,Weber Innovation High SchoolTwo Rivers HighHorizon Academy,0,70,549,0,0,0,0,70,549
22963,Malan's Peak Secondary,0,0,24,0,0,0,0,0,24
22972,Venture Academy,0,0,0,327,213,261,327,213,261
22978,Greenwood Charter School,0,0,0,297,57,0,297,57,0
23006,Maria Montessori Academy,0,0,0,317,85,0,317,85,0
23040,Farr West School,704,0,0,0,0,0,704,0,0
23047,Willard School,215,0,0,0,0,0,215,0,0
23081,Lake View School,573,0,0,0,0,0,573,0,0
23111,New Horizons Academy,0,0,0,0,0,0,0,0,0
23178,Salt Lake Academy High School,0,0,0,0,0,397,0,0,397
23202,Anthem Preparatory School,0,0,0,0,0,0,0,0,0
23204,Dancing Moose Montessori River Park,0,0,0,0,0,0,0,0,0
23206,Valley High SchoolRivers Edge School,0,13,349,0,0,0,0,13,349
23210,Beehive Science & Technology Academy Elementary,0,0,0,435,0,0,435,0,0
23211,Southpointe Adult HighJordan Academy for Technology and Careers - North,0,0,0,0,0,0,0,0,0
23214,Rocky Peak Virtual SchoolKings Peak HighKelsey Peak Virtual Middle,229,133,316,0,0,0,229,133,316
23229,UTBS Academy - Crossroads,0,0,0,0,0,0,0,0,0
23235,Youth Village Academy,0,0,0,0,0,0,0,0,0
23319,Highland High,0,0,1972,0,0,0,0,0,1972
23323,Ascent Academies of Utah Farmington,0,0,0,299,86,0,299,86,0
23324,Farmington High,0,0,2191,0,0,0,0,0,2191
23340,No. UT. Acad. for Math Engineering & Science,0,0,0,0,0,672,0,0,672
23353,Elizabeth Academy,0,0,0,0,0,0,0,0,0
23373,Here We Grow Child Development Center,0,0,0,0,0,0,0,0,0
23383,Copperview School,308,0,0,0,0,0,308,0,0
23412,Northwest Middle,0,542,0,0,0,0,0,542,0
23435,Philo T. Farnsworth School,409,0,0,0,0,0,409,0,0
23486,Canyon View School,471,0,0,0,0,0,471,0,0
23511,Elizabeth Academy Upper Campus,0,0,0,0,0,0,0,0,0
23527,Whittier SchoolSalt Lake Technology CenterInnovations Early College High School,478,0,0,0,0,0,478,0,0
23568,Dancing Moose Montessori,0,0,0,0,0,0,0,0,0
23627,Meadowlark School,420,0,0,0,0,0,420,0,0
23805,Edison School,417,0,0,0,0,0,417,0,0
23859,Lolie Eccles Early Education Center,0,0,0,0,0,0,0,0,0
23861,Salt Lake School for the Performing Arts,0,0,0,0,0,0,0,0,0
23892,Rowland Hall-St Mark's (Elem),0,0,0,0,0,0,0,0,0
23893,Carmen Pingree School,0,0,0,0,0,0,0,0,0
23958,Jewish Community Center,0,0,0,0,0,0,0,0,0
23969,Elk Ridge Middle,0,1152,0,0,0,0,0,1152,0
24053,City Academy,0,0,0,0,47,46,0,47,46
24064,Odyssey House School,0,0,0,0,0,0,0,0,0
24142,Hillside MiddleBeacon Heights SchoolMontessori Community School,329,485,0,0,0,0,329,485,0
24143,J E Cosgriff Memorial,0,0,0,0,0,0,0,0,0
24158,Woodrow Wilson School,372,0,0,0,0,0,372,0,0
24178,Rose Park School,334,0,0,0,0,0,334,0,0
24235,Bountiful High,0,0,1545,0,0,0,0,0,1545
24271,Academy Park School,323,0,0,0,0,0,323,0,0
24276,Hunter School,429,0,0,0,0,0,429,0,0
24299,Robert Frost School,304,0,0,0,0,0,304,0,0
24302,Valley Jr High,0,548,0,0,0,0,0,548,0
24308,Harry S. Truman School,272,0,0,0,0,0,272,0,0
